customer_id,tenure_months,monthly_charges,contract_type,churned,support_calls,satisfaction,region,paperless
C00482,34,81.56,Month-to-month,No,0,1.0,East,Yes
C00483,29,55.01,Two year,No,0,5.0,North,No
C00484,14,58.19,Two year,No,3,3.0,South,No
C00485,72,87.71,Month-to-month,No,1,1.0,East,Yes
C00486,38,39.56,Two year,No,1,4.0,North,Yes
C00487,72,77.68,Month-to-month,No,2,2.0,East,Yes
C00488,38,76.59,One year,No,3,2.0,South,Yes
C00489,51,27.92,Two year,No,2,4.0,East,Yes
C00490,27,76.33,One year,No,3,5.0,South,Yes
C00491,27,43.87,Month-to-month,No,1,5.0,South,Yes
C00492,37,71.88,Month-to-month,No,6,3.0,South,Yes
C00493,72,53.06,Month-to-month,No,3,5.0,North,No
C00494,14,85.76,Two year,Yes,2,2.0,North,Yes
C00495,12,43.17,One year,No,4,5.0,West,No
C00496,59,44.3,Month-to-month,No,2,5.0,North,No
C00497,52,76.4,Month-to-month,No,3,3.0,South,Yes
C00498,30,52.55,Two year,No,2,3.0,North,No
C00499,72,46.92,Month-to-month,No,5,3.0,East,Yes
C00500,24,73.46,One year,Yes,4,1.0,East,No
C00501,3,28.15,One year,Yes,1,5.0,South,Yes
C00502,32,55.35,Month-to-month,Yes,3,4.0,West,No
C00503,36,63.65,Month-to-month,No,5,5.0,South,No
C00504,45,88.44,Month-to-month,No,3,1.0,East,Yes
C00505,7,97.32,Month-to-month,Yes,2,,South,No
C00506,37,83.85,One year,No,4,2.0,East,No
C00507,9,57.24,Two year,Yes,3,5.0,North,No
C00508,48,30.31,Month-to-month,No,1,5.0,South,Yes
C00509,49,81.04,Month-to-month,No,2,5.0,East,No
C00510,57,100.47,Month-to-month,No,3,5.0,West,No
C00511,19,96.21,Month-to-month,Yes,1,1.0,South,Yes
C00512,34,72.33,One year,No,6,2.0,South,Yes
C00513,29,42.59,One year,No,3,2.0,South,Yes
C00514,20,54.54,One year,No,0,3.0,South,Yes
C00515,33,108.81,Month-to-month,No,3,5.0,West,No
C00516,22,38.5,One year,No,3,4.0,East,No
C00517,23,53.34,Month-to-month,Yes,6,3.0,South,Yes
C00518,53,76.97,Two year,No,3,5.0,South,Yes
C00519,41,56.24,One year,Yes,2,1.0,East,Yes
C00520,16,38.73,Two year,Yes,3,4.0,East,No
C00521,64,101.5,Month-to-month,No,5,3.0,South,Yes
C00522,50,82.3,Month-to-month,No,2,2.0,West,No
C00523,12,57.13,One year,No,1,4.0,South,No
C00524,45,53.38,Month-to-month,No,2,5.0,South,Yes
C00525,45,100.85,One year,No,2,5.0,North,No
C00526,30,73.56,Month-to-month,Yes,1,5.0,South,No
C00527,16,85.15,Two year,Yes,3,5.0,West,No
C00528,6,90.09,Month-to-month,Yes,0,3.0,West,No
C00529,72,50.62,Two year,No,0,1.0,South,Yes
C00530,33,64.77,Month-to-month,No,3,5.0,North,No
C00531,44,100.03,Month-to-month,No,4,3.0,East,Yes
C00532,34,100.33,Month-to-month,No,3,4.0,East,No
C00533,26,40.22,Month-to-month,No,3,1.0,West,Yes
C00534,55,69.9,Two year,No,3,5.0,East,No
C00535,40,57.82,Two year,No,1,5.0,North,No
C00536,33,41.4,Two year,No,5,5.0,West,No
C00537,44,64.71,Two year,No,2,1.0,East,Yes
C00538,36,39.71,One year,No,7,5.0,West,Yes
C00539,8,65.6,Month-to-month,Yes,1,4.0,North,No
C00540,10,45.63,Two year,Yes,4,,South,No
C00541,47,65.0,Month-to-month,No,3,3.0,South,No
C00542,10,58.71,Two year,Yes,1,3.0,South,No
C00543,19,55.72,Month-to-month,Yes,1,4.0,West,No
C00544,47,92.32,One year,No,2,1.0,North,Yes
C00545,22,82.88,Month-to-month,No,4,3.0,North,No
C00546,16,106.3,Month-to-month,No,5,4.0,North,No
C00547,53,71.12,Month-to-month,No,2,4.0,West,Yes
C00548,18,64.12,Month-to-month,Yes,0,4.0,North,Yes
C00549,27,105.65,Month-to-month,No,1,4.0,East,No
C00550,27,63.59,Month-to-month,No,2,4.0,North,Yes
C00551,40,70.79,Month-to-month,No,1,1.0,South,Yes
C00552,30,76.96,One year,No,7,4.0,East,No
C00553,27,51.72,Month-to-month,Yes,3,2.0,North,No
C00554,22,72.8,Two year,No,1,3.0,North,Yes
C00555,43,84.5,Month-to-month,No,2,3.0,East,No
C00556,23,86.85,One year,No,3,5.0,North,Yes
C00557,57,90.02,Month-to-month,No,0,2.0,South,No
C00558,47,97.4,Month-to-month,No,5,2.0,East,No
C00559,44,62.01,One year,No,2,4.0,North,Yes
C00560,39,48.47,One year,No,1,4.0,North,Yes
C00561,25,111.98,Month-to-month,No,1,2.0,South,No
C00562,28,46.52,Month-to-month,Yes,2,2.0,East,Yes
C00563,25,48.32,Month-to-month,No,1,5.0,North,No
C00564,59,84.17,Month-to-month,No,3,5.0,South,Yes
C00565,72,103.25,Month-to-month,No,2,1.0,West,No
C00566,15,67.41,One year,Yes,4,2.0,South,No
C00567,68,91.99,Month-to-month,No,7,4.0,South,No
C00568,22,28.08,One year,No,6,1.0,East,No
C00569,47,65.01,Month-to-month,No,1,1.0,South,No
C00570,37,40.27,Month-to-month,No,5,1.0,South,Yes
C00571,14,88.05,Month-to-month,Yes,1,3.0,West,Yes
C00572,12,46.15,Month-to-month,No,6,3.0,North,Yes
C00573,33,51.0,Month-to-month,Yes,2,2.0,East,Yes
C00574,18,69.25,Two year,Yes,2,1.0,South,No
C00575,38,83.11,One year,No,3,4.0,West,Yes
C00576,7,71.14,Month-to-month,Yes,1,5.0,East,No
C00577,48,84.26,Month-to-month,No,4,2.0,West,No
C00578,24,69.68,Two year,Yes,2,4.0,North,No
C00579,43,70.12,Month-to-month,No,2,4.0,North,No
C00580,62,54.3,Month-to-month,No,1,3.0,West,Yes
C00581,54,70.17,Two year,No,3,3.0,South,Yes
C00582,44,85.04,Month-to-month,No,3,1.0,West,Yes
C00583,41,90.09,Month-to-month,No,1,5.0,East,Yes
C00584,14,79.62,Month-to-month,Yes,0,5.0,South,Yes
C00585,36,42.97,One year,No,3,4.0,North,No
C00586,20,86.43,Month-to-month,No,2,5.0,North,Yes
C00587,48,63.98,One year,No,1,4.0,East,No
C00588,28,65.31,Month-to-month,No,1,,North,Yes
C00589,34,68.7,Month-to-month,No,5,5.0,North,No
C00590,44,61.58,Month-to-month,Yes,2,,North,Yes
C00591,36,76.0,Two year,No,4,2.0,West,Yes
C00592,35,48.47,Month-to-month,No,0,2.0,East,Yes
C00593,40,46.12,One year,No,2,4.0,East,No
C00594,32,68.08,Month-to-month,No,3,2.0,East,No
C00595,72,103.05,Month-to-month,No,1,2.0,East,Yes
C00596,72,92.98,Month-to-month,No,1,3.0,South,No
C00597,72,44.46,Month-to-month,No,1,4.0,South,Yes
C00598,37,98.32,Month-to-month,Yes,4,,East,Yes
C00599,27,84.29,Two year,No,2,1.0,West,No
C00600,57,38.87,Two year,No,4,4.0,West,No
C00601,30,18.61,One year,Yes,2,3.0,East,Yes
C00602,38,62.7,One year,Yes,2,1.0,West,No
C00603,27,94.2,Month-to-month,No,5,4.0,West,No
C00604,57,92.64,One year,Yes,2,2.0,East,No
C00605,25,58.33,Month-to-month,Yes,1,3.0,West,Yes
C00606,7,91.54,Two year,Yes,3,5.0,North,No
C00607,33,19.9,Two year,No,1,2.0,North,Yes
C00608,31,67.38,Month-to-month,Yes,0,5.0,South,No
C00609,27,52.49,Two year,No,3,,North,No
C00610,43,80.74,Two year,No,3,5.0,South,No
C00611,46,97.37,Month-to-month,No,4,5.0,North,Yes
C00612,13,77.18,Two year,Yes,2,5.0,West,No
C00613,4,49.69,Month-to-month,Yes,2,2.0,East,Yes
C00614,32,89.53,Month-to-month,No,1,4.0,North,No
C00615,11,83.16,Month-to-month,Yes,4,2.0,East,Yes
C00616,8,33.92,One year,Yes,4,5.0,East,No
C00617,15,36.79,Month-to-month,No,3,5.0,South,Yes
C00618,21,78.68,Two year,No,0,4.0,West,No
C00619,54,70.76,Month-to-month,No,2,5.0,West,No
C00620,18,50.87,Month-to-month,Yes,2,3.0,West,No
C00621,68,60.25,One year,No,2,1.0,North,Yes
C00622,39,80.55,Month-to-month,Yes,2,5.0,South,Yes
C00623,33,62.51,One year,No,3,3.0,West,No
C00624,6,46.06,Month-to-month,Yes,2,1.0,South,No
C00625,34,93.94,Two year,No,1,1.0,South,No
C00626,34,82.08,One year,Yes,3,,South,Yes
C00627,26,67.96,Month-to-month,No,2,5.0,South,No
C00628,59,68.69,Month-to-month,No,1,4.0,East,Yes
C00629,14,80.47,Month-to-month,Yes,3,3.0,North,Yes
C00630,6,39.67,Two year,Yes,5,2.0,West,Yes
C00631,13,69.81,One year,Yes,2,3.0,East,No
C00632,28,50.05,Month-to-month,No,4,2.0,North,No
C00633,44,72.73,Month-to-month,No,6,2.0,West,No
C00634,37,38.97,Two year,No,1,1.0,East,Yes
C00635,53,53.87,Month-to-month,No,2,3.0,South,Yes
C00636,63,93.62,One year,No,1,2.0,South,Yes
C00637,15,65.07,One year,No,4,1.0,East,No
C00638,21,77.73,Month-to-month,Yes,2,2.0,North,No
C00639,8,37.8,Month-to-month,Yes,1,4.0,East,Yes
C00640,4,63.25,Month-to-month,Yes,2,3.0,East,No
C00641,16,82.3,Month-to-month,Yes,0,,South,Yes
C00642,13,63.49,Two year,No,0,3.0,South,Yes
C00643,50,25.23,One year,No,3,3.0,East,No
C00644,49,63.73,Two year,No,3,3.0,East,No
C00645,21,80.6,Month-to-month,Yes,4,5.0,South,Yes
C00646,22,97.11,Month-to-month,No,3,4.0,West,No
C00647,54,52.21,One year,No,3,1.0,West,Yes
C00648,45,33.64,Month-to-month,No,1,5.0,South,No
C00649,32,56.06,Month-to-month,No,1,1.0,East,Yes
C00650,47,54.25,Month-to-month,No,1,1.0,West,Yes
C00651,17,77.26,One year,Yes,2,,North,Yes
C00652,24,18.0,One year,No,1,2.0,East,No
C00653,56,65.93,Month-to-month,No,6,4.0,West,No
C00654,6,85.66,Two year,Yes,2,4.0,North,No
C00655,38,74.13,Month-to-month,No,1,1.0,South,Yes
C00656,29,90.13,Month-to-month,Yes,1,3.0,West,No
C00657,72,44.45,Month-to-month,No,3,4.0,West,No
C00658,22,31.16,Two year,No,4,4.0,West,Yes
C00659,33,99.87,Month-to-month,No,3,3.0,East,No
C00660,34,75.82,Month-to-month,No,1,4.0,North,Yes
C00661,13,75.86,Month-to-month,Yes,5,3.0,North,Yes
C00662,28,43.87,One year,No,0,2.0,West,Yes
C00663,52,65.81,One year,No,6,3.0,East,Yes
C00664,29,53.37,Month-to-month,No,3,4.0,North,No
C00665,21,81.36,Two year,No,4,1.0,North,Yes
C00666,16,123.1,Month-to-month,Yes,0,4.0,North,No
C00667,17,82.71,Month-to-month,Yes,2,2.0,West,No
C00668,41,52.57,One year,No,0,1.0,West,No
C00669,45,18.39,One year,No,2,4.0,West,Yes
C00670,16,43.68,Month-to-month,No,3,2.0,North,Yes
C00671,31,91.99,One year,No,2,3.0,East,Yes
C00672,13,55.47,Month-to-month,Yes,1,4.0,West,No
C00673,54,57.32,One year,No,1,3.0,East,No
C00674,51,75.8,One year,No,2,4.0,West,No
C00675,25,86.68,Two year,No,1,5.0,East,Yes
C00676,11,70.41,Month-to-month,Yes,5,4.0,North,No
C00677,46,56.72,One year,No,0,1.0,South,Yes
C00678,33,65.29,One year,No,4,2.0,South,Yes
C00679,26,62.7,Month-to-month,No,5,3.0,North,No
C00680,37,63.67,Month-to-month,No,3,3.0,East,Yes
C00681,44,67.41,Two year,No,1,2.0,West,No
C00682,23,77.34,Month-to-month,No,1,1.0,North,Yes
C00683,49,102.37,One year,No,1,1.0,South,Yes
C00684,40,81.9,Month-to-month,No,4,1.0,East,Yes
C00685,50,80.72,Two year,No,4,5.0,South,Yes
C00686,36,54.72,Month-to-month,No,2,2.0,North,No
C00687,19,69.45,Two year,Yes,3,5.0,North,Yes
C00688,28,50.99,One year,Yes,3,2.0,North,No
C00689,52,81.12,Month-to-month,No,2,2.0,West,Yes
C00690,49,76.39,One year,No,1,3.0,South,Yes
C00691,8,64.9,One year,Yes,2,5.0,West,Yes
C00692,42,117.33,Month-to-month,No,3,3.0,East,No
C00693,28,99.7,Month-to-month,No,1,1.0,South,Yes
C00694,23,85.19,One year,Yes,5,2.0,West,Yes
C00695,46,77.76,One year,No,3,5.0,South,No
C00696,71,105.74,Month-to-month,Yes,2,1.0,North,Yes
C00697,68,34.13,Two year,No,4,5.0,West,No
C00698,35,98.67,Month-to-month,No,3,5.0,East,Yes
C00699,56,56.16,Month-to-month,No,1,2.0,South,No
C00700,15,53.84,One year,No,2,3.0,East,Yes
C00701,62,84.11,Month-to-month,No,5,3.0,West,No
C00702,45,96.2,Month-to-month,No,2,4.0,South,Yes
C00703,10,53.24,Month-to-month,Yes,0,4.0,West,Yes
C00704,45,64.77,Month-to-month,No,1,1.0,West,No
C00705,72,75.76,Month-to-month,No,0,2.0,West,Yes
C00706,24,60.65,One year,Yes,4,5.0,North,Yes
C00707,12,89.37,Month-to-month,Yes,3,2.0,North,No
C00708,34,121.85,Two year,No,2,2.0,North,No
C00709,39,71.55,One year,No,4,4.0,East,Yes
C00710,6,60.77,Month-to-month,Yes,0,1.0,South,No
C00711,47,50.66,Month-to-month,No,1,1.0,West,Yes
C00712,2,58.15,One year,Yes,1,4.0,North,Yes
C00713,4,57.08,Month-to-month,Yes,4,1.0,South,No
C00714,11,82.42,Month-to-month,Yes,3,5.0,South,Yes
C00715,50,68.14,Two year,No,9,2.0,West,Yes
C00716,36,55.66,One year,No,2,1.0,North,No
C00717,34,99.73,One year,No,2,4.0,South,Yes
C00718,42,60.76,Month-to-month,No,1,1.0,West,No
C00719,19,71.85,Month-to-month,Yes,4,2.0,West,No
C00720,26,85.5,Month-to-month,No,3,2.0,West,Yes
C00721,54,80.06,One year,No,1,3.0,East,No
C00722,36,97.0,Month-to-month,No,0,3.0,North,No
C00723,67,81.71,Month-to-month,Yes,4,1.0,North,No
C00724,72,92.92,Month-to-month,No,2,2.0,South,Yes
C00725,51,52.03,One year,No,4,1.0,South,Yes
C00726,29,80.53,One year,No,5,1.0,East,Yes
C00727,45,90.29,Month-to-month,No,2,4.0,North,No
C00728,58,101.23,Month-to-month,No,2,3.0,East,No
C00729,51,43.97,Month-to-month,No,0,1.0,South,No
C00730,11,57.67,Month-to-month,No,3,2.0,North,No
C00731,6,88.82,Month-to-month,No,1,,West,Yes
C00732,37,26.28,Month-to-month,No,2,2.0,South,No
C00733,46,72.86,One year,No,0,3.0,North,No
C00734,45,83.08,One year,No,5,4.0,South,No
C00735,30,49.63,Two year,No,2,4.0,West,No
C00736,52,52.26,Two year,No,3,4.0,West,No
C00737,62,54.67,Month-to-month,No,2,2.0,North,No
C00738,16,64.61,Month-to-month,No,0,3.0,East,Yes
C00739,15,65.13,Month-to-month,No,3,5.0,East,Yes
C00740,45,51.71,One year,No,3,,West,Yes
C00741,54,60.72,Month-to-month,No,2,1.0,West,No
C00742,41,69.12,Month-to-month,Yes,3,,East,Yes
C00743,12,68.9,Month-to-month,No,4,5.0,East,Yes
C00744,38,107.73,Month-to-month,No,1,5.0,South,Yes
C00745,45,56.9,One year,No,4,,West,Yes
C00746,33,70.19,One year,No,1,3.0,West,No
C00747,59,63.62,Month-to-month,No,3,1.0,West,Yes
C00748,20,49.39,Two year,Yes,2,1.0,West,Yes
C00749,28,43.32,Month-to-month,Yes,0,,East,Yes
C00750,28,45.72,Month-to-month,No,2,2.0,West,Yes
C00751,38,52.27,Month-to-month,No,3,2.0,West,Yes
C00752,32,67.31,One year,No,4,2.0,North,Yes
C00753,15,83.37,One year,No,2,3.0,North,No
C00754,42,41.84,Month-to-month,No,4,1.0,West,Yes
C00755,29,50.12,Two year,No,0,5.0,South,No
C00756,31,49.4,Month-to-month,No,2,4.0,West,Yes
C00757,16,69.24,Month-to-month,Yes,4,4.0,South,Yes
C00758,72,83.36,One year,No,2,5.0,South,Yes
C00759,50,51.96,Two year,No,2,4.0,West,No
C00760,72,63.14,One year,No,2,2.0,East,Yes
C00761,33,86.19,Two year,No,3,5.0,East,No
C00762,51,82.24,Month-to-month,No,4,3.0,South,No
C00763,42,50.32,One year,No,3,3.0,East,Yes
C00764,49,62.86,Two year,Yes,1,3.0,South,Yes
C00765,33,59.1,Month-to-month,No,2,1.0,West,No
C00766,50,81.57,Month-to-month,No,2,5.0,South,Yes
C00767,22,69.28,Two year,No,5,5.0,North,No
C00768,59,49.39,Month-to-month,No,4,4.0,East,Yes
C00769,41,77.15,Month-to-month,No,5,2.0,West,No
C00770,56,57.88,Two year,No,3,5.0,West,No
C00771,45,69.8,Two year,No,3,1.0,North,No
C00772,16,74.96,Two year,No,1,2.0,West,No
C00773,12,68.59,Two year,Yes,2,1.0,South,No
C00774,60,68.54,Month-to-month,No,4,2.0,West,No
C00775,31,76.8,Two year,Yes,5,2.0,East,No
C00776,38,58.28,Month-to-month,No,2,4.0,West,Yes
C00777,40,40.23,One year,No,3,2.0,South,Yes
C00778,35,18.0,Month-to-month,Yes,1,5.0,East,No
C00779,12,58.74,Two year,Yes,4,2.0,East,Yes
C00780,10,49.21,One year,No,2,3.0,North,Yes
C00781,20,67.16,Two year,Yes,2,3.0,West,No
C00782,32,38.52,Month-to-month,No,1,5.0,North,Yes
C00783,46,62.35,Month-to-month,No,2,4.0,West,Yes
C00784,12,82.46,Month-to-month,Yes,2,5.0,North,No
C00785,53,55.46,Month-to-month,No,3,5.0,North,Yes
C00786,22,71.37,One year,Yes,4,1.0,South,No
C00787,48,63.97,Month-to-month,No,1,1.0,North,Yes
C00788,5,63.41,One year,Yes,3,3.0,North,Yes
C00789,26,84.71,Month-to-month,No,2,1.0,North,No
C00790,45,91.15,Month-to-month,No,1,3.0,South,Yes
C00791,62,65.66,One year,No,1,3.0,South,No
C00792,24,59.35,Month-to-month,No,3,2.0,North,No
C00793,24,65.76,Month-to-month,No,0,1.0,North,Yes
C00794,44,85.47,Month-to-month,No,1,5.0,East,No
C00795,72,55.62,Month-to-month,No,3,2.0,South,Yes
C00796,28,60.79,One year,No,4,5.0,West,No
C00797,31,67.05,Month-to-month,No,5,4.0,West,Yes
C00798,29,72.14,Month-to-month,No,4,4.0,North,No
C00799,36,45.83,One year,No,2,4.0,West,Yes
C00800,4,40.67,Month-to-month,Yes,1,2.0,East,No
C00801,37,73.37,One year,No,3,2.0,West,No
C00802,42,91.35,Month-to-month,Yes,1,5.0,South,Yes
C00803,40,27.74,Two year,No,3,4.0,North,Yes
C00804,67,80.64,Month-to-month,No,1,2.0,West,Yes
C00805,33,93.5,Month-to-month,No,0,4.0,East,No
C00806,20,70.73,Two year,No,2,2.0,North,No
C00807,36,56.5,One year,No,5,5.0,North,Yes
C00808,48,47.02,One year,No,4,3.0,North,Yes
C00809,24,61.46,Two year,Yes,4,2.0,South,Yes
C00810,62,78.46,Month-to-month,No,3,4.0,South,Yes
C00811,30,61.72,Two year,No,3,4.0,South,No
C00812,31,60.76,One year,Yes,2,2.0,West,No
C00813,72,54.51,Month-to-month,No,3,,West,Yes
C00814,25,81.61,Month-to-month,No,2,2.0,East,Yes
C00815,16,82.48,Month-to-month,Yes,4,2.0,East,Yes
C00816,9,63.61,Two year,Yes,1,5.0,West,Yes
C00817,32,76.0,Month-to-month,No,2,4.0,South,Yes
C00818,22,104.23,Month-to-month,No,3,1.0,East,No
C00819,28,52.76,One year,No,1,4.0,East,No
C00820,72,87.07,One year,No,1,2.0,South,No
C00821,49,60.79,Month-to-month,No,2,2.0,West,Yes
C00822,54,79.96,Two year,No,4,3.0,North,Yes
C00823,43,96.2,Month-to-month,No,4,3.0,North,No
C00824,20,54.73,Two year,Yes,1,5.0,South,Yes
C00825,31,103.9,Month-to-month,No,0,3.0,West,No
C00826,40,82.44,Month-to-month,No,3,2.0,South,No
C00827,12,48.21,One year,No,4,4.0,North,No
C00828,14,67.27,Month-to-month,Yes,2,3.0,West,Yes
C00829,31,94.39,Month-to-month,No,6,1.0,North,No
C00830,21,90.62,Month-to-month,No,1,4.0,North,Yes
C00831,41,44.96,One year,No,3,3.0,West,No
C00832,34,57.49,Two year,No,2,3.0,South,Yes
C00833,57,63.66,Two year,No,0,1.0,North,No
C00834,37,50.86,Two year,No,4,3.0,South,Yes
C00835,28,102.44,Two year,No,2,4.0,East,Yes
C00836,10,78.21,Month-to-month,Yes,1,4.0,West,Yes
C00837,12,72.89,Month-to-month,Yes,1,4.0,North,No
C00838,58,81.44,Two year,No,2,5.0,South,Yes
C00839,49,53.43,Two year,No,5,3.0,East,No
C00840,59,78.13,Two year,No,2,3.0,East,Yes
C00841,21,33.98,One year,Yes,1,3.0,East,Yes
C00842,24,65.83,Month-to-month,No,3,2.0,South,No
C00843,54,78.88,Two year,No,3,2.0,West,No
C00844,63,88.26,Two year,No,0,4.0,North,No
C00845,7,50.08,One year,Yes,4,2.0,West,Yes
C00846,21,43.98,Two year,No,2,4.0,West,No
C00847,30,74.21,One year,No,2,4.0,East,No
C00848,27,48.79,Two year,No,2,5.0,South,Yes
C00849,10,69.17,Month-to-month,Yes,0,1.0,South,Yes
C00850,47,75.78,Two year,No,3,2.0,South,Yes
C00851,41,64.21,Month-to-month,No,2,4.0,North,Yes
C00852,29,38.62,Month-to-month,Yes,1,3.0,North,No
C00853,9,50.58,Month-to-month,Yes,4,4.0,East,Yes
C00854,29,74.18,Month-to-month,No,3,4.0,East,Yes
C00855,66,40.46,Month-to-month,No,2,5.0,South,Yes
C00856,9,54.65,Two year,Yes,3,2.0,South,Yes
C00857,23,38.94,One year,Yes,2,2.0,North,Yes
C00858,54,89.52,Two year,No,3,3.0,West,No
C00859,45,112.97,Month-to-month,No,4,3.0,West,Yes
C00860,16,54.95,Month-to-month,Yes,2,5.0,North,No
C00861,17,68.62,One year,Yes,3,1.0,South,No
C00862,7,46.71,One year,Yes,3,2.0,East,Yes
C00863,49,68.43,Month-to-month,No,2,5.0,North,Yes
C00864,46,92.46,Two year,No,2,4.0,North,Yes
C00865,25,51.6,Two year,Yes,0,4.0,West,No
C00866,13,58.85,One year,Yes,0,2.0,North,No
C00867,5,43.03,Two year,Yes,3,4.0,East,No
C00868,38,84.63,One year,No,3,2.0,West,Yes
C00869,52,18.0,One year,No,2,4.0,East,Yes
C00870,22,66.03,Month-to-month,Yes,4,1.0,South,Yes
C00871,49,73.17,Month-to-month,No,2,2.0,North,Yes
C00872,20,62.1,Month-to-month,Yes,2,4.0,East,No
C00873,39,79.54,One year,No,1,4.0,South,Yes
C00874,46,85.64,One year,No,3,5.0,West,No
C00875,5,48.58,Month-to-month,Yes,3,5.0,East,Yes
C00876,72,101.68,One year,No,5,1.0,North,Yes
C00877,19,48.38,Month-to-month,No,1,1.0,South,Yes
C00878,36,97.2,Month-to-month,No,1,2.0,East,Yes
C00879,49,62.7,Two year,No,3,5.0,East,No
C00880,48,64.93,Month-to-month,No,0,3.0,East,Yes
C00881,33,66.63,Month-to-month,No,2,5.0,North,No
C00882,18,73.4,Month-to-month,Yes,2,1.0,North,Yes
C00883,20,77.75,Month-to-month,No,5,5.0,North,Yes
C00884,42,47.44,One year,No,2,1.0,East,No
C00885,13,55.79,Two year,No,2,5.0,North,No
C00886,51,50.13,One year,No,4,5.0,West,No
C00887,65,42.13,One year,No,4,2.0,South,Yes
C00888,55,59.29,Month-to-month,No,3,,South,No
C00889,60,43.3,One year,No,3,3.0,North,No
C00890,13,66.44,Month-to-month,No,2,4.0,South,No
C00891,9,81.78,Month-to-month,Yes,2,1.0,West,No
C00892,23,62.17,Two year,No,1,2.0,North,No
C00893,17,109.54,Month-to-month,No,3,4.0,East,Yes
C00894,15,34.21,Month-to-month,Yes,1,5.0,North,No
C00895,2,82.45,Month-to-month,Yes,2,1.0,North,No
C00896,72,60.12,Two year,No,1,5.0,East,Yes
C00897,25,88.68,Month-to-month,No,1,5.0,East,No
C00898,40,86.9,Month-to-month,No,1,5.0,East,No
C00899,46,57.03,Two year,No,3,2.0,North,Yes
C00900,34,77.11,Month-to-month,No,3,4.0,North,No
C00901,67,46.61,Two year,No,6,1.0,South,Yes
C00902,31,85.05,Month-to-month,No,2,1.0,North,No
C00903,28,30.18,One year,No,2,1.0,West,No
C00904,5,73.98,Two year,Yes,0,3.0,South,Yes
C00905,34,73.58,Month-to-month,No,3,4.0,East,Yes
C00906,8,55.23,One year,No,4,1.0,North,No
C00907,35,69.81,Month-to-month,No,2,1.0,East,Yes
C00908,41,61.13,One year,No,2,2.0,North,No
C00909,42,83.35,Two year,No,2,1.0,South,No
C00910,11,122.2,One year,Yes,6,5.0,South,Yes
C00911,19,81.96,Two year,Yes,2,1.0,North,Yes
C00912,9,53.82,One year,Yes,2,2.0,North,Yes
C00913,14,75.34,One year,Yes,4,2.0,West,Yes
C00914,6,86.12,Month-to-month,Yes,3,2.0,South,No
C00915,21,47.35,One year,Yes,2,5.0,East,No
C00916,34,37.31,Two year,No,0,2.0,East,Yes
C00917,15,62.86,One year,No,1,3.0,East,Yes
C00918,53,88.54,Month-to-month,No,4,3.0,East,No
C00919,24,44.99,Month-to-month,No,2,2.0,West,No
C00920,60,51.02,One year,No,1,3.0,East,Yes
C00921,14,70.31,Two year,Yes,0,1.0,South,No
C00922,36,74.75,Month-to-month,No,1,3.0,South,Yes
C00923,35,99.49,Month-to-month,No,4,1.0,West,Yes
C00924,18,48.6,Month-to-month,No,4,3.0,South,Yes
C00925,39,116.34,Month-to-month,No,3,2.0,East,No
C00926,55,32.32,Two year,No,4,2.0,West,No
C00927,25,37.48,Month-to-month,Yes,2,1.0,North,No
C00928,71,72.94,Month-to-month,No,3,5.0,North,Yes
C00929,7,53.58,Month-to-month,Yes,2,1.0,North,Yes
C00930,32,73.3,Month-to-month,No,0,1.0,North,No
C00931,25,58.67,Two year,No,2,1.0,East,No
C00932,72,70.48,Month-to-month,No,3,5.0,East,Yes
C00933,17,58.84,Month-to-month,Yes,4,2.0,South,No
C00934,14,81.79,Month-to-month,Yes,1,3.0,North,Yes
C00935,56,54.29,Two year,No,0,4.0,East,No
C00936,19,79.87,Two year,Yes,2,1.0,North,No
C00937,26,70.75,Month-to-month,No,2,1.0,East,Yes
C00938,11,46.64,One year,Yes,2,1.0,West,Yes
C00939,36,43.62,Month-to-month,No,3,4.0,South,Yes
C00940,50,60.9,One year,No,1,5.0,South,No
C00941,20,51.15,Month-to-month,Yes,2,4.0,East,No
C00942,33,35.7,Two year,No,3,5.0,North,Yes
C00943,29,69.49,Two year,No,2,5.0,East,No
C00944,40,42.0,Month-to-month,No,1,2.0,South,Yes
C00945,39,99.42,Month-to-month,No,0,1.0,South,No
C00946,72,76.87,Month-to-month,No,3,1.0,North,No
C00947,1,73.21,Month-to-month,Yes,2,4.0,West,Yes
C00948,11,55.37,Month-to-month,Yes,2,4.0,South,Yes
C00949,21,87.76,Month-to-month,No,2,,North,No
C00950,54,59.95,Two year,No,2,3.0,West,No
C00951,39,61.65,Month-to-month,No,3,5.0,West,Yes
C00952,72,63.6,Two year,No,4,5.0,East,Yes
C00953,72,43.71,Month-to-month,No,3,5.0,North,Yes
C00954,18,44.56,Month-to-month,Yes,4,5.0,West,Yes
C00955,22,53.84,Month-to-month,Yes,2,1.0,North,No
C00956,23,66.29,Two year,Yes,2,4.0,North,No
C00957,54,73.94,Month-to-month,No,4,5.0,East,Yes
C00958,72,92.88,Month-to-month,No,2,2.0,South,No
C00959,42,47.44,One year,No,2,5.0,North,No
C00960,32,74.34,One year,No,1,2.0,East,Yes
C00961,47,61.95,One year,No,2,2.0,South,Yes
C00962,59,57.03,Month-to-month,No,4,4.0,West,No
C00963,59,80.94,Month-to-month,No,1,1.0,North,No
C00964,17,58.81,Two year,Yes,2,3.0,West,No
